id,status_group
38338,functional
22078,non functional
32380,functional
66965,non functional
25186,functional
50134,non functional
53846,functional
27464,non functional
25121,non functional
21985,functional
53515,functional needs repair
24453,functional
48251,non functional
16493,non functional
1804,non functional
5903,functional
5491,non functional
57883,non functional
15425,functional
50451,functional
74119,functional needs repair
61753,functional needs repair
23384,non functional
33853,functional needs repair
67972,functional needs repair
44988,functional needs repair
66534,non functional
28176,non functional
18379,functional needs repair
7680,non functional
25068,functional needs repair
51455,non functional
17394,functional
25825,functional
17651,functional
72398,functional
40844,non functional
1431,functional needs repair
12617,non functional
40008,functional
12049,non functional
27403,functional needs repair
8601,non functional
54662,non functional
19569,functional
69251,non functional
70069,functional needs repair
34850,functional needs repair
47036,functional needs repair
1676,functional
30504,functional needs repair
68665,non functional
34456,functional
22954,non functional
24823,non functional
26825,non functional
49631,non functional
25989,non functional
62641,functional
28350,functional needs repair
12806,non functional
14474,functional needs repair
67458,functional needs repair
21103,non functional
26165,functional needs repair
65119,functional
12626,functional needs repair
69907,functional needs repair
74049,functional
44574,non functional
67258,functional
16319,non functional
65094,functional
64187,functional
68497,functional
24069,functional needs repair
21600,non functional
36077,functional needs repair
46547,functional
56060,non functional
34888,non functional
50961,functional needs repair
39203,functional
68095,functional
17316,non functional
48415,non functional
40834,non functional
24590,functional
23552,non functional
68691,non functional
36218,functional
43983,non functional
42921,non functional
17778,non functional
46927,functional
36832,functional needs repair
882,non functional
37687,functional
39567,functional
23280,functional
19928,functional
8183,non functional
23944,functional
47735,functional
59882,functional
57313,functional
41790,non functional
25420,functional needs repair
42777,functional needs repair
57605,non functional
68122,functional
21932,non functional
52773,functional
45868,non functional
8319,non functional
69754,non functional
59411,functional needs repair
47090,functional
37380,non functional
59858,functional needs repair
42633,functional
26313,non functional
35112,functional
8279,non functional
58083,functional needs repair
53837,functional
42907,functional needs repair
48626,functional needs repair
14154,functional needs repair
39773,non functional
56730,non functional
26776,functional
12858,functional
45906,non functional
59171,functional needs repair
50830,functional needs repair
19033,non functional
43127,functional
7278,functional needs repair
19109,functional
9528,non functional
71598,functional
55287,functional
24358,functional
61503,functional needs repair
1960,functional needs repair
66332,non functional
39978,non functional
44947,functional
72144,non functional
30154,non functional
42395,non functional
9239,non functional
55411,functional
51794,non functional
24024,non functional
29145,functional
32464,non functional
3106,non functional
55498,non functional
63388,non functional
13159,functional
29978,functional
1164,functional
24537,functional needs repair
47659,non functional
37457,functional needs repair
37243,functional needs repair
55664,non functional
32312,functional needs repair
35272,functional needs repair
22943,functional
32413,functional needs repair
60726,non functional
28151,functional
38586,functional
1884,functional
31322,functional needs repair
1207,functional
35115,functional
3509,non functional
